slug,research_file,confidence,source_urls
le-coin-du-jouet-mont-tremblant,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
la-place-du-hobby-terrebonne,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
carto-puces-terrebonne,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
sports-collection-99-terrebonne,plan3-qc-atlantic.md,high,https://sportscollection99.com/ ; https://upperdeck.com/canada-hobby-shops-list/
le-coin-du-jeu-terrebonne,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
cartes-sur-table-l-assomption,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
tw-repentigny-repentigny,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://www.twsportscards.com/
les-mordus-de-la-carte-topdeck-hero-joliette-joliette,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
sport-collect-2010-salaberry-de-valleyfield,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
village-des-h-ros-ch-teauguay,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
collect-dition-candiac,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/ ; https://www.cartesdehockey.ca/magasin-et-boutiques/
sports-la-tornade-vaudreuil-dorion,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/ ; https://sportslatornade.com/
universe-collectibles-vaudreuil-dorion,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
tpm-hobby-et-collection-qu-bec,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
hobby-et-collection-tpm-qu-bec,plan3-qc-atlantic.md,medium,http://howiemorenz.blogspot.com/p/ou-trouver-des-cartes-sportives.html
l-imaginaire-qu-bec-qu-bec-ste-foy,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
418-sports-qu-bec-charlesbourg,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
free-game-qu-bec,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
l-ar-ne-des-dieux-qu-bec,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
stakk-qu-bec-qu-bec,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/ ; https://stakk.ca/
l-imaginaire-l-vis-l-vis,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
stakk-saint-eustache-hq-saint-eustache,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
les-cartes-sportives-m-c-saint-eustache,plan3-qc-atlantic.md,medium,https://www.cartesdehockey.ca/magasin-et-boutiques/
l-imaginaire-sherbrooke-sherbrooke,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
le-bla-bla-de-la-carte-sportive-sherbrooke,plan3-qc-atlantic.md,medium,https://www.cartesdehockey.ca/magasin-et-boutiques/
monnaie-sherbrooke-sherbrooke,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
l-armoire-jeux-magog,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
la-taverne-du-gamer-magog,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
gamers-zone-des-jogers-cowansville,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
centre-du-hobby-trois-rivi-res,plan3-qc-atlantic.md,medium,https://www.cartesdehockey.ca/magasin-et-boutiques/
hobby-nation-3r-trois-rivi-res,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://www.hobbynation3r.com/
l-imaginaire-trois-rivi-res-trois-rivi-res,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
hobby-o-max-trois-rivi-res,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
gamer-s-spot-trois-rivi-res,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
collecto-sports-drummondville,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
la-magie-des-cartes-drummondville,plan3-qc-atlantic.md,medium,https://www.cartesdehockey.ca/magasin-et-boutiques/
gamer-s-spot-drummondville,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
boutique-sportive-alexcardz-victoriaville,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
lobby-sport-saint-hyacinthe,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
zone-collection-rive-sud-saint-hyacinthe-saint-hyacinthe,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
taverne-du-collectionneur-saint-hyacinthe,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
cartomanie-jonqui-re-saguenay,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
hobby-o-max-chicoutimi-chicoutimi-saguenay,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
l-imaginaire-chicoutimi-chicoutimi-saguenay,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
kingdom-of-titans-chicoutimi-saguenay,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
galerie-du-jouet-chicoutimi-chicoutimi-saguenay,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
tw-chicoutimi-jonqui-re-saguenay,plan3-qc-atlantic.md,medium,https://www.cartesdehockey.ca/magasin-et-boutiques/
hobby-saguenay-jonqui-re-saguenay,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
galerie-du-jouet-jonqui-re-jonqui-re-saguenay,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
galerie-du-jouet-alma-alma,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
galerie-du-jouet-roberval-roberval,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
galerie-du-jouet-st-f-licien-saint-f-licien,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
galerie-du-jouet-dolbeau-dolbeau-mistassini,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
le-coin-de-la-carte-sportive-gatineau,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/ ; https://www.lecoindelacartesportive.com/
le-centre-du-comic-carte-sportive-gatineau,plan3-qc-atlantic.md,medium,http://howiemorenz.blogspot.com/p/ou-trouver-des-cartes-sportives.html
le-foyer-du-vid-o-maniwaki,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
la-zone-r-tro-val-d-or,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/
la-zone-r-tro-amos,plan3-qc-atlantic.md,medium,https://www.cartesdehockey.ca/magasin-et-boutiques/
la-zone-r-tro-rouyn-noranda,plan3-qc-atlantic.md,medium,https://www.cartesdehockey.ca/magasin-et-boutiques/
modern-tcg-rouyn-noranda,plan3-qc-atlantic.md,medium,https://www.cartesdehockey.ca/magasin-et-boutiques/
bocado-la-sarre,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
spoutnik-gasp-sie-chandler,plan3-qc-atlantic.md,high,https://www.cartesdehockey.ca/magasin-et-boutiques/ ; https://upperdeck.com/canada-hobby-shops-list/
librairie-alpha-gasp,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
hobby-sport-les-de-la-madeleine-l-tang-du-nord,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
achetons-vendons-rivi-re-du-loup,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
strictly-singles-sports-cards-halifax,plan3-qc-atlantic.md,high,http://www.strictlysinglessports.com/ ; https://upperdeck.com/canada-hobby-shops-list/
d-m-sports-halifax,plan3-qc-atlantic.md,high,https://www.dmsportscards.com/pages/about-us ; https://upperdeck.com/canada-hobby-shops-list/
amg-collectibles-bedford-halifax,plan3-qc-atlantic.md,high,https://amgcollectibles.ca/ ; https://upperdeck.com/canada-hobby-shops-list/
light-the-lamp-sports-cards-sydney,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
henry-s-hut-hobbies-and-collectibles-new-glasgow,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
rainbow-s-end-book-and-discs-wolfville,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
books-galore-coldbrook,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
gator-byte-computers-entertainment-yarmouth,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
d-m-sports-cards-moncton,plan3-qc-atlantic.md,high,https://www.dmsportscards.com/pages/about-us ; https://upperdeck.com/canada-hobby-shops-list/
trading-card-warehouse-moncton,plan3-qc-atlantic.md,medium,https://fabtcg.com/locator/trading-card-warehouse-inc/
b-t-sportscards-gaming-bathurst,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
vintage-pursuit-hobby-shop-saint-john,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/ ; https://uptownsj.com/2023/04/14/vintage-pursuit-hobby-shop/
heroes-beacon-saint-john,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
fundy-coins-and-collectibles-saint-john,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
cardboard-slingers-collectables-oromocto,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
card-rack-fredericton,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/ ; https://www.facebook.com/cardrackbrooksidemall/
cardboard-hero-fredericton-fredericton,plan3-qc-atlantic.md,medium,https://www.cardboardherofredericton.com/
endeavours-thinkplay-fredericton,plan3-qc-atlantic.md,medium,https://www.endeavoursthinkplay.com/games/card-games/pokemon/
boutique-nostalgies-lam-que,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
backmandy-collectibles-charlottetown,plan3-qc-atlantic.md,high,https://backmandy.ca/ ; https://upperdeck.com/canada-hobby-shops-list/
exor-games-charlottetown,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/ ; https://exorgames.com/
em-cards-and-collectibles-charlottetown,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
gifted-rookies-charlottetown,plan3-qc-atlantic.md,high,https://giftedrookies.ca/ ; https://www.discovercharlottetown.com/listings/gifted-rookies/
downtown-cards-charlottetown,plan3-qc-atlantic.md,medium,https://www.facebook.com/downtowncards/
maverick-sports-collectables-st-john-s,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/ ; https://www.beckett.com/news/canadian-hobby-shop-of-the-week-maverick-sports-collectibles-st-johns-nl/
nether-world-st-john-s,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
entertainment-centre-st-john-s,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
entertainment-centre-bay-roberts,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
cardbreaknl-mount-pearl,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
cards-coins-and-collectibles-corner-brook,plan3-qc-atlantic.md,high,https://upperdeck.com/canada-hobby-shops-list/
pastime-sports-games-langley-langley,plan3-west.md,high,https://pastimesports.ca/pages/about
pastime-sports-games-metrotown-burnaby,plan3-west.md,high,https://pastimesports.ca/pages/about
pastime-sports-games-capilano-north-vancouver,plan3-west.md,high,https://pastimesports.ca/pages/about
pastime-sports-games-guildford-surrey,plan3-west.md,high,https://pastimesports.ca/pages/about
wally-s-pro-sports-cards-vancouver,plan3-west.md,high,https://www.wallyscards.ca/faq ; https://www.yelp.ca/biz/wallys-sports-cards-vancouver
ubecard-vancouver,plan3-west.md,high,https://ubecard.com/en-us
local-legends-cards-collectibles-vancouver,plan3-west.md,high,https://www.locallegendscardsncollectibles.com/
hobbybox604-north-vancouver,plan3-west.md,high,https://604hobbybox.com/ ; https://www.yelp.ca/biz/hobby-box-604-north-vancouver
let-s-collect-cards-burnaby,plan3-west.md,high,https://www.letscollectcards.com/contact-us
arcardia-collectibles-exchange-richmond,plan3-west.md,high,https://arcardia.ca/
vancity-cj-trading-cards-richmond,plan3-west.md,high,https://vancitycj.com/pages/location
team-collectors-richmond,plan3-west.md,high,https://teamcollectors.com/ ; https://www.richmond-news.com/local-business/richmond-mall-welcomes-new-trading-card-store-11745521
collectors-corner-maple-ridge,plan3-west.md,medium,https://collectorscorner.ca/
wiser-s-wide-world-of-collectibles-langley,plan3-west.md,high,https://www.wiserscollectibles.com/
goalline-sports-cards-chilliwack,plan3-west.md,medium,https://district1881.com/whats-happening/shopping/collectors-shops-open-in-chilliwack-trading-cards-and-pokemeon/
kanto-poke-mart-chilliwack,plan3-west.md,medium,https://district1881.com/whats-happening/shopping/collectors-shops-open-in-chilliwack-trading-cards-and-pokemeon/
triple-play-sports-cards-victoria,plan3-west.md,high,https://www.tripleplaysc.com/
gauntlet-games-victoria,plan3-west.md,high,https://locator.wizards.com/store/6885
epic-games-more-victoria,plan3-west.md,medium,https://www.epicgamesvic.com/
sports-card-alley-nanaimo,plan3-west.md,high,https://www.yelp.ca/biz/sports-card-alley-nanaimo
colossal-cards-and-collectables-courtenay,plan3-west.md,high,https://locator.wizards.com/store/14534 ; https://www.yelp.com/biz/colossal-cards-and-collectables-courtenay
the-card-corner-and-games-port-alberni,plan3-west.md,medium,https://albernichamber.ca/directory/card-corner-and-games
players-choice-sports-kelowna,plan3-west.md,high,https://playerschoicesports.com/about-us/
okanagan-sportscards-comics-kelowna,plan3-west.md,high,https://okanagansportscardsandcomics.com/pages/contact
penticton-sports-cards-collectables-penticton,plan3-west.md,high,https://www.yelp.com/biz/penticton-sports-cards-and-collectables-penticton
omar-s-collectibles-vernon,plan3-west.md,high,https://www.omarsbc.ca/collectables/
kootenay-sports-cards-collectables-cranbrook,plan3-west.md,medium,https://www.yelp.ca/biz/kootenay-sports-cards-and-collectables-cranbrook
the-game-hub-kamloops,plan3-west.md,high,https://www.nearmetcg.com/stores/the-game-hub
desert-city-games-kamloops,plan3-west.md,high,https://www.castanetkamloops.net/news/Kamloops/476136/Desert-City-Games-opens-storefront-welcomes-Kamloops-gaming-enthusiasts
tumbleweed-toys-kamloops,plan3-west.md,low,https://www.tumbleweedtoys.ca/games/trading-cards/
great-white-toys-comics-games-prince-george,plan3-west.md,high,https://www.greatwhite.ca/our-store
a-star-collectibles-prince-george,plan3-west.md,medium,https://pinecentre.com/stores/a-star-collectibles ; https://www.cityprincegeorge.ca/business/a-star-collectibles
mandalorian-emporium-squamish,plan3-west.md,medium,https://www.cylex-canada.ca/company/mandalorian-emporium-24330481.html
306-sports-cards-saskatoon,plan3-west.md,high,https://www.306sportscards.com/ ; https://www.beckett.com/news/canadian-hobby-shop-of-the-week-306-sports-cards-saskatoon-sk/
rad-cards-and-collectibles-saskatoon,plan3-west.md,high,https://radcardsandcollectibles.com/
collector-s-lane-saskatoon,plan3-west.md,high,https://saskatoonmarketmall.com/stores/collector-s-lane/
mana-vault-saskatoon,plan3-west.md,high,https://themanavault.ca/pages/contact
big-time-sportscards-regina,plan3-west.md,medium,https://m.yelp.com/biz/big-time-sportscards-regina
man-cave-sports-cards-regina,plan3-west.md,medium,https://www.fyple.ca/company/man-cave-sports-cards-23po56g/
the-nut-man-cards-collectables-regina,plan3-west.md,medium,https://nut-man-regina-cards-collectables-snacks-and-drinks.wheree.com/
sportsworld-collectibles-regina,plan3-west.md,medium,https://www.shopping-canada.com/shopping-malls-centers/saskatchewan/regina/victoria-square-mall/sportsworld-collectibles
flawless-victory-prince-albert,plan3-west.md,high,https://www.flawlessvictory.ca/trading-card-games
ultimate-fan-zone-moose-jaw,plan3-west.md,high,https://ultimatefanzone.ca/pages/trading-card
superstars-sports-collectibles-winnipeg,plan3-west.md,high,http://www.superstarssports.com/ ; https://www.beckett.com/news/canadian-local-card-shop-of-the-week-superstars-sports-cards-winnipeg-mb/
cancentral-sports-cards-memorabilia-winnipeg,plan3-west.md,high,https://www.cancentralsportscards.com/service/about/
lower-level-sports-cards-collectibles-winnipeg,plan3-west.md,high,https://lowerlevelsportscards.ca/index.php/about/
first-row-collectibles-winnipeg,plan3-west.md,high,https://www.firstrow.ca/pages/about-us ; https://www.cbc.ca/news/indigenous/new-indigenous-owned-store-in-winnipeg-aims-to-answer-growing-demand-for-collectibles-1.6515228
joe-daley-s-sports-framing-winnipeg,plan3-west.md,high,https://joedaleysportscards.com/ ; https://www.beckett.com/news/canadian-local-card-shop-of-the-week-joe-daleys-sports-framing-winnipeg-mb/
inner-hero-collectibles-brandon,plan3-west.md,medium,https://www.westmanzone.com/listing/inner-hero-collectibles--where-you-come-to-feel-like-a-kid-again.html
i-want-that-stuff-brandon,plan3-west.md,high,https://iwantthatstuff.store/
thompson-auto-wash-collectibles-thompson,plan3-west.md,low,https://www.cbc.ca/news/canada/manitoba/thompson-games-autowash-1.7061782
ogre-s-lair-family-game-shop-yellowknife,plan3-west.md,medium,https://www.facebook.com/OgresLair/
the-tabletop-games-collectibles-yellowknife,plan3-west.md,medium,https://cabinradio.ca/174498/news/arts/the-tabletop-opening-yellowknife-board-game-cafe/
armadillo-games-canmore,plan3-west.md,high,https://armadillogames.ca/pages/contact
