Store Name,City,Address,Rating,Hours,Phone,Website,Social Media Links,Services,Sports/TCG Available,lat,lng
Royalty Cards and Collectibles,Toronto,"3350 Dufferin St, North York, ON M6A 3A4",,,(416) 782-3456,https://www.royaltycardsandcollectibles.com/,,,Hockey;Baseball;Basketball;Football;Other,43.72438,-79.45735
SellCCG - Sell Your Pokemon Cards,Toronto,,,,(647) 564-8344,https://ca.sellccg.com/,,,Pokemon,,
Sunny Hobbies,Toronto,"3300 Midland Ave 2nd floor, unit 205, Scarborough, ON M1V 4W6",,,(416) 297-7778,https://www.sunnyhobbies.com/,,,Pokemon;Magic;Other,43.80654,-79.28885
The Sword & Board,Toronto,"1193 Bloor St W, Toronto, ON M6H 1N4",,,(647) 350-7529,http://www.theswordandboardtoronto.com/,,,,43.65887,-79.43925
Xplore Games,Toronto,"858 Millwood Rd, East York, ON M4G 1W6",,,(647) 931-0803,http://xploregames.ca/,,,Pokemon;Magic;Other,43.70455,-79.36620
401 Games Vaughan,Vaughan,"7700 Keele St Unit #6B, Concord, ON L4K 2A1",,,(905) 660-4464,https://store.401games.ca/,,,Pokemon;Magic;Other,43.79855,-79.50101
Argama Hobby,Vaughan,"50 Viceroy Rd Unit 20, Vaughan, ON L4K 3A7, Canada",,,905-738-4050,http://www.argamahobby.com/,,,Pokemon;Magic;Other,43.78778,-79.47986
Cardboard Classics,Vaughan,"31 Disera Dr #100, Thornhill, ON L4J 0A7",,,(905) 597-7270,http://www.cardboardclassics.ca/,,,,43.81177,-79.45370
Certified Sports Memorabilia,Vaughan,"2499 Rutherford Rd #1, Concord, ON L4K 0J9",,,(437) 918-9051,http://certifiedsportsmemorabilia.com/,,,Hockey;Baseball;Basketball;Football,43.83427,-79.51633
DD Sports Vaughan,Vaughan,"131 Whitmore Rd Unit 16, Woodbridge, ON L4L 6E3",,,(416) 677-2132,https://ddsports.ca/,,,Hockey;Baseball;Basketball;Football,43.78560,-79.55486
Elite Cards Toronto,Vaughan,"9591 Weston Rd Unit #4, Woodbridge, ON L4H 3A5",,,905-303-2290,https://elitecardstoronto.com,https://instagram.com/elitecardstoronto,Sells;Grading Services;Sells Wax;Breaks,Hockey;Baseball;Basketball;Football;Pokemon;Other,43.83430,-79.55633
FLIP Collectibles Shop,Vaughan,"80 Bass Pro Mills Dr Unit #13, Concord, ON L4K 5W9",,,,https://flipcollect.com,,Buys;Sells;Sells Wax,Hockey;Baseball;Basketball;Football;Other,43.82205,-79.53326
Korekuta Games,Vaughan,"120 Woodstream Blvd Unit 12, Woodbridge, ON L4L 7Z1",,,(647) 494-2640,http://korekutagames.net/,,,Pokemon;Magic;Other,43.77507,-79.60475
Legends Warehouse,Vaughan,"643 Chrislea Rd Unit 1, Woodbridge, ON L4L 8A3",,,(905) 264-8830,https://legendswarehouse.ca/,,,,43.80767,-79.54472
Level Up Games Canada,Vaughan,"2316 Major MacKenzie Dr W Unit 2, Maple, ON L6A 1W6",,,(905) 303-0656,http://www.levelupgames.ca/,,,Pokemon;Magic;Other,43.85471,-79.51479
Mintink Trading Cards & Live Experience,Vaughan,"8555 Jane St Unit 5 & 6, Vaughan, ON L4K 5N9",,,,https://www.mintink.ca,https://instagram.com/mintink10,Sells;Sells Wax;Trade Nights,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,43.81347,-79.52791
ND Sports Cards LTD - PSA AUTHORIZED PLATINUM DEALER,Vaughan,"120 Woodstream Blvd #18B, Woodbridge, ON L4L 7Z1",,,(647) 444-4073,http://ndsportscards.ca/,,,Hockey;Baseball;Basketball;Football,43.77507,-79.60475
New Realm Games,Vaughan,"30 Famous Ave #141A, Woodbridge, ON L4L 9M3",,,(833) 955-4263,https://newrealmgames.com/,,,Pokemon;Magic;Other,43.78817,-79.54524
Northern War Table,Vaughan,"8888 Keele St Unit 23B, Concord, ON L4K 2N2",,,(905) 532-0707,https://northernwartable.com/,,,,43.82753,-79.50721
Retro Boyz Collectibles,Vaughan,"7575 Hwy 27 unit 28, Vaughan, ON L4L 4M5",,,(905) 850-8808,https://www.longlivethehunt.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=724417122958267698,,,Hockey;Baseball;Basketball;Football;Other,43.77069,-79.61915
Toybox Trading Co.,Vaughan,"120 Woodstream Blvd #18B, Woodbridge, ON L4L 7Z1",,,,http://toyboxtradingco.square.site/,,,,43.77507,-79.60475
Wandering Adventures,Vaughan,"7766 Martin Grove Road, inside, the mall Unit 5, Woodbridge, ON L4L 2C7",,,(905) 605-0919,http://www.wanderingadventures.ca/,,,,43.77633,-79.61060
Wax Box Club,Vaughan,"145 Hawkview Blvd Unit 1, Vaughan, ON L4H 3T7",,,(647) 498-2056,http://waxboxclub.com/,,,,43.82811,-79.55193
Atlas Collectables,Waterloo,"354 King St N, Waterloo, ON",,,,https://www.atlascollectables.com,https://www.facebook.com/AtlasCollectables,Buys;Sells;Trades Singles;Sells Wax,Pokemon;Magic;Other,43.48143,-80.52544
Dolly's Cards & Collectibles Waterloo,Waterloo,"420 Weber St N, Waterloo, ON N2L 4E7",,,(519) 500-1815,https://www.dollys.ca/,,,Hockey;Baseball;Basketball;Football;Other,43.48572,-80.52886
Crackerjack Stadium,Welland,"620 Niagara St, Welland, ON L3C 1L8",,,,https://www.crackerjackstadium.com,https://www.facebook.com/sportscard,Sells;Sells Wax;Breaks,Hockey;Baseball;Basketball;Football;Magic;Pokemon;Other,43.00834,-79.25022
Maximum Cards & Collectibles,Whitby,"B1-306 Dundas St W, Whitby, ON L1N 2M5",,,905-493-1300,https://maximumcards.ca,,Buys;Sells;Trades Singles;Sells Wax,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,43.87933,-78.94531
We Got Gamez,Whitby,"1910 Dundas St E, Whitby, ON",,,,https://wegotgamezcanada.com,https://instagram.com/wegotgamezwhitby,Buys;Sells;Trades Singles,Pokemon;Magic;Other,43.88931,-78.90252
ABJ Hobby Shop,Windsor,"3326 Walker Rd, Windsor, ON N8X3S1",,,(519) 972-1936,,,,Pokemon;Magic;Other,42.27791,-82.97827
Brimstone Games,Windsor,"1421 Tecumseh Rd E, Windsor, ON N8W 1C2",,,(519) 915-5556,http://brimstonegames.ca/,,,Pokemon;Magic;Other,42.30018,-83.00429
Candies Convenience & Sports Cards INC.,Windsor,"7641 Tecumseh Rd E, Windsor, ON N8T 2X9",,,(519) 974-6800,,,,Hockey;Baseball;Basketball;Football,42.31343,-82.93512
Candies Convenience And Sport Cards,Windsor,"1555 Talbot Rd 508A Unit-1, Windsor, ON N9H 2N2",,,(519) 972-6400,,,,Hockey;Baseball;Basketball;Football,42.24415,-83.01935
Cartoon Kingdom,Windsor,"3160 Dougall Ave, Windsor, ON N9E 1S6",,,(519) 972-0009,http://www.cartoonkingdom.ca/,,,,42.26981,-83.01147
Cedar Creek Hobbies,Windsor,"3160 Dougall Ave, Windsor, ON N9E 1S6",,,(519) 733-2619,http://www.cedarcreekhobbies.com/,,,Pokemon;Magic;Other,42.26981,-83.01147
Digital Oasis,Windsor,"5400 Tecumseh Rd E Unit 9, Windsor, ON N8T 1C7",,,(226) 674-1515,http://www.digitaloasis.ca/,,,,42.30935,-82.95959
Emerald Cards and Games,Windsor,"1555 Talbot Rd #507-A, Windsor, ON N0R 1L0",,,(519) 969-0707,,,,Pokemon;Magic;Other,42.24415,-83.01935
F & C House of Cards,Windsor,"4635 Tecumseh Rd E, Windsor, ON N8W 1K8",,,226-674-0990,https://fchouseofcards.ca,https://www.facebook.com/houseofcardswindsor,Sells,Hockey;Baseball;Basketball;Football;Pokemon;Other,42.30703,-82.96861
GameCycle,Windsor,"472 Tecumseh Rd E, Windsor, ON N8X 2R8",,,(519) 253-3832,https://vixeoo.com/,,,,42.29816,-83.01795
Grail Toys and Collectibles,Windsor,"3919 Seminole St, Windsor, ON N8Y 1Z1",,,(226) 674-1021,,,,Hockey;Baseball;Basketball;Football;Other,42.31564,-82.98322
Helou's Sports Cards and Collectibles,Windsor,"488 University Ave W, Windsor, ON N9A 5P8",,,(226) 773-3047,https://heloushobby.ca/,,,Hockey;Baseball;Basketball;Football,42.31635,-83.04472
Kaboom Hobby,Windsor,"3326 Walker Rd, Windsor, ON N8W 3S1",,,519-972-1936,https://kaboomhobby.com,https://instagram.com/kaboomhobby,Sells;Sells Wax,Hockey;Baseball;Basketball;Football;Pokemon,42.27791,-82.97827
KunaiGames,Windsor,"1441 McDougall St Unit 12, Windsor, ON N8X 5C9",,,(226) 774-6429,https://kunaigames.com/,,,Pokemon;Magic;Other,42.30257,-83.02464
Local Comic Shop,Windsor,"3770 Tecumseh Rd E, Windsor, ON N8W 4K5",,,(226) 826-2922,https://localcomicshop.net/,,,Pokemon;Magic;Other,42.30556,-82.97897
Paper Heroes Comic Book Lounge & Collectibles,Windsor,"2857 Howard Ave, Windsor, ON N8X 3Y1",,,(519) 969-7277,,,,Pokemon;Magic;Other,42.28038,-83.00986
Putali Chowk Board Games & Bar,Windsor,"3230 Jefferson Blvd, Windsor, ON N8T 2W8",,,(519) 919-0750,http://www.putalichowk.com/,,,Pokemon;Magic;Other,42.29344,-82.94018
Rogues Gallery Comics,Windsor,"327 Chatham St W, Windsor, ON N9A 5M8",,,(519) 254-9482,http://rgcomics.com/,,,Pokemon;Magic;Other,42.31724,-83.04274
Rose City Sports N Collectables,Windsor,"1487 Ouellette Ave Lower, Windsor, ON N8X 1K1",,,(226) 975-0158,https://linktr.ee/rosecitysports,,,Hockey;Baseball;Basketball;Football,42.30056,-83.02856
SOAR Hobby & More,Windsor,"3153 Walker Rd, Windsor, ON N8W 3R6",,,(226) 783-9221,http://www.soarhobby.com/,,,Pokemon;Magic;Other,42.28175,-82.98152
Tabletop Renaissance Games & Hobbies,Windsor,"2270 Wyandotte St W, Windsor, ON N9B 1K4",,,(519) 915-6973,http://tabletoprenaissance.ca/,,,Pokemon;Magic;Other,42.30564,-83.06199
The CG Realm,Windsor,"1214 Ottawa St Unit 201, Windsor, ON N8X 2E5",,,(519) 915-6666,http://www.thecgrealm.com/,,,,42.30982,-83.01325
Collector's Avenue Montréal,Montréal,"5155 boulevard Décarie, Montréal, QC H3W 3C2",,,514-488-8881,https://collectorsavenue.com/fr,,Buys;Sells;Trades Singles;Sells Wax,Hockey;Baseball;Basketball;Football,45.48437,-73.62984
Collector's Avenue West Island,Dollard-des-Ormeaux,"4065 boulevard St-Jean, Dollard-des-Ormeaux, QC H9G 2R4",,,514-696-2273,https://collectorsavenue.com/fr,,Buys;Sells;Trades Singles;Sells Wax,Hockey;Baseball;Basketball;Football,45.47741,-73.83838
Miraj Trading,Montréal,"310 boulevard Crémazie Ouest, Unit B, Montréal, QC H2P 1C6",,,514-448-0755,https://www.mirajtrading.com/,https://www.instagram.com/mirajtrading,Sells;Sells Wax,Hockey;Baseball;Football;Soccer;Pokemon,45.53682,-73.64401
Cartes Champions,Anjou (Montréal),"7373 rue Jarry Est, Anjou, QC H1G 1G8",,,514-955-4120,https://cartes-champions.business.site/,,Sells;Sells Wax,Hockey;Baseball;Basketball;Football,45.60445,-73.57367
Game Keeper Verdun,Verdun (Montréal),"4430 rue Wellington, Verdun, QC H4G 1W5",,,438-381-1010,https://www.gamekeeperverdun.com/,,Sells;Trades Singles,Hockey;Pokemon;Magic,45.45966,-73.56697
Geek Factory MTL,Montréal,"2622 rue Jean-Talon Est, Montréal, QC H2A 1V3",,,438-476-0243,,,Sells,Hockey;Pokemon,45.55542,-73.60012
TW Sportcards,Montréal,"5264 rue Bélanger, Montréal, QC",,,438-385-4433,https://www.twsportscards.com/,,Sells;Buys;Trades Singles,Hockey;Baseball;Basketball;Football,45.57662,-73.57677
The Card Palace,Montréal,"932 rue Sainte-Croix, Saint-Laurent, QC",,,514-747-3986,,,Sells;Sells Wax,Hockey,47.04401,-70.88968
The Cards Vault,Lachine (Montréal),"1260 rue Notre-Dame, Lachine, QC",,,514-538-3010,,,Sells;Sells Wax,Hockey,45.43508,-73.67513
Capitaine Québec,Montréal,"1837 rue Sainte-Catherine Ouest, Montréal, QC",,,514-939-9970,,,Sells;Sells Wax,Hockey;Pokemon;Other,45.49338,-73.58020
Librairie Crossover Comics,Montréal,"3560 rue Notre-Dame Ouest, Montréal, QC",,,514-284-7373,,,Sells;Sells Wax,Hockey;Pokemon;Other,45.47985,-73.58008
Cosmix,Saint-Laurent (Montréal),"931 boulevard Décarie, Saint-Laurent, QC",,,514-744-9494,,,Sells;Sells Wax,Hockey;Pokemon;Other,45.51355,-73.68113
Chez Geeks,Montréal,"1460-A rue Jean-Talon Est, Montréal, QC",,,514-903-3433,,,Sells;Sells Wax,Pokemon;Magic;Hockey,45.54620,-73.60823
1000000 Comix,Montréal,"3868 rue Jean-Talon Est, Montréal, QC",,,514-725-1355,,,Sells;Sells Wax,Hockey;Pokemon;Other,45.56504,-73.59235
Ontario Bric à Brac,Montréal,"3521 rue Ontario Est, Montréal, QC",,,514-522-2747,,,Sells;Sells Wax,Hockey,45.54445,-73.54541
CardChasers (Les Collectionneurs CardChasers),Laval,"1712 boulevard des Laurentides, Vimont, Laval, QC H7M 2P4",,,514-250-2273,https://www.cardchasersmtl.com/,https://www.instagram.com/cardchasersmtl,Sells;Grading Services;Breaks,Hockey;Baseball;Basketball;Football;Soccer;Pokemon;Magic,45.59709,-73.72273
Ultime Sports Collection,Laval,"1785 boulevard du Curé-Labelle, Laval, QC H7T 1L1",,,450-934-2201,https://www.ultimesportscollection.com/,,Buys;Sells;Trades Singles;Sells Wax,Hockey;Baseball;Basketball;Football,45.56130,-73.77304
Cartes sportives Jumbo Bear,Laval,"1004 B rue de Callières, Laval, QC H7E 3N2",,,450-664-3446,,,Sells,Hockey,45.59284,-73.66874
La Boîte à BD de Laval,Laval,"5555-25 boulevard des Laurentides, Laval, QC H7K 2K4",,,450-628-9917,http://www.laboiteabd.com/,,Sells,Hockey;Pokemon;Other,45.62707,-73.75086
TopDeck Hero Laval,Laval,"29 boulevard Curé-Labelle, Laval, QC",,,450-628-0027,,,Sells;Sells Wax,Pokemon;Magic;Hockey,45.53453,-73.72969
BD Cosmos,Laval,"1884 boulevard Saint-Martin Ouest, Laval, QC",,,450-934-3922,,,Sells;Sells Wax,Hockey;Pokemon;Other,45.56595,-73.73072
L'Imaginaire Laval,Laval,"3003 boulevard Le Carrefour, Laval, QC",,,450-231-0096,https://imaginaire.com/fr,,Sells;Sells Wax,Hockey;Pokemon;Magic,45.57078,-73.74900
Les Entreprises Bluenose,Pointe-Claire,"267 boulevard Saint-Jean, Pointe-Claire, QC H9R 3J1",,,514-695-4313,https://bluenosecollect.com/,,Sells;Buys;Trades Singles,Hockey;Baseball;Basketball;Football,45.44542,-73.81410
L'Imaginaire Pointe-Claire,Pointe-Claire,"6801 route Transcanadienne, Pointe-Claire, QC",,,514-694-1857,https://imaginaire.com/fr,,Sells;Sells Wax,Hockey;Pokemon;Magic,45.46321,-73.83052
Zone Collection Rive-Sud,Longueuil,"2131 rue Sainte-Hélène, Longueuil, QC J4K 3T5",,,514-983-2893,https://www.zonecollection.ca/,,Sells;Buys;Trades Singles,Hockey;Pokemon;Magic,45.51371,-73.48547
Cartes de Sport Check-Swing,Brossard,"7250 boulevard Taschereau, Unit 56, Brossard, QC J4W 1N1",,,450-443-5555,http://checkswing.ca/,,Sells;Buys;Trades Singles,Hockey;Baseball;Basketball;Football,45.46013,-73.46716
All-In Hobby Sports,Brossard,"7405 boulevard Grande-Allée, Unit 40, Brossard, QC",,,450-445-0444,,,Sells;Sells Wax,Hockey,45.54992,-73.66627
Rémi Card Trader,Saint-Hubert (Longueuil),"1400 boulevard Édouard, suite 117, Saint-Hubert, QC J4T 3T2",,,514-647-4850,https://www.remisportcard.com/,https://www.instagram.com/remicardtrader,Buys;Sells;Trades Singles;Grading Services;Breaks;Sells Wax,Hockey;Baseball;Basketball;Football;Pokemon;Magic,45.50295,-73.46807
La madame des cartes,Saint-Hubert (Longueuil),"Marché Marcado, kiosque 117-121, 3565 boulevard Taschereau, Saint-Hubert, QC J4T 2G2",,,450-812-5202,,,Sells,Hockey,45.49154,-73.47399
3 Mana,Saint-Hubert (Longueuil),"3055 Montée Saint-Hubert, Saint-Hubert, QC",,,450-486-1551,,,Sells;Sells Wax,Pokemon;Magic;Hockey,45.50056,-73.42376
Poke Jeux,Boucherville,"513 rue Samuel-De Champlain, Unit 100, Boucherville, QC",,,450-356-1007,,,Sells;Sells Wax,Pokemon;Hockey,45.60049,-73.44591
TopDeck Hero Boucherville,Boucherville,"1001 boulevard de Montarville, Unit 12, Boucherville, QC",,,450-641-7650,,,Sells;Sells Wax,Pokemon;Magic;Hockey,45.59095,-73.43362
L'Imaginaire St-Bruno,Saint-Bruno-de-Montarville,"Promenades St-Bruno, 1 boulevard des Promenades, Saint-Bruno-de-Montarville, QC J3V 6A8",,,450-286-5389,https://imaginaire.com/fr,,Sells;Sells Wax,Hockey;Pokemon;Magic,45.50536,-73.37833
Cartes Sportives Rive-Sud,Sainte-Catherine,"6252 route 132, Sainte-Catherine, QC",,,450-632-0222,https://cartessportivesrivesud.com/,,Sells;Buys;Trades Singles;Sells Wax,Hockey;Pokemon;Magic;One Piece,45.39648,-73.58786
Cartes Sportives Rive-Sud (McMasterville),McMasterville,"761 boulevard Laurier, Unit 102, McMasterville, QC",,,450-446-0333,https://cartessportivesrivesud.com/,,Sells;Buys;Trades Singles;Sells Wax,Hockey;Pokemon;Magic;One Piece,45.54525,-73.23721
Between 2 Games,Saint-Amable,"404 rue Alain, Unit 7, Saint-Amable, QC",,,450-338-3358,,,Sells;Sells Wax,Pokemon;Magic;Hockey,45.63850,-73.31250
DSM Sports Cards Collectors (Le roi des cartes),Beloeil,"272 rue Duvernay, Beloeil, QC J3G 2M2",,,450-281-0625,https://dsmsportscardscollectors.com/,,Buys;Sells;Trades Singles,Hockey;Baseball;Basketball;Football,45.56442,-73.20825
Univers Fantastique,Beloeil,"951 rue Bernard-Pilon, Beloeil, QC J3G 1V7",,,450-813-7334,http://www.universfantastique.co/,,Sells,Pokemon;Magic;Hockey,45.55669,-73.22969
Collections Manlo,Saint-Jean-sur-Richelieu,"788 rue Saint-Jacques, Saint-Jean-sur-Richelieu, QC J3B 2N1",,,450-347-3899,,,Sells,Hockey,45.30586,-73.28407
LGC Collections,Saint-Jean-sur-Richelieu,"450 boulevard du Séminaire Nord, Saint-Jean-sur-Richelieu, QC J3B 5L3",,,438-499-3992,,,Sells,Hockey,45.31394,-73.26537
Zone Collection St-Jean,Saint-Jean-sur-Richelieu,"276 boulevard Saint-Luc, local 1, Saint-Jean-sur-Richelieu, QC",,,450-999-3514,https://www.zonecollection.ca/,,Sells;Sells Wax,Hockey;Pokemon;Magic,45.35484,-73.29705
Librairie Moderne,Saint-Jean-sur-Richelieu,"1001 boulevard du Séminaire Nord, Saint-Jean-sur-Richelieu, QC",,,450-349-4584,,,Sells;Sells Wax,Hockey;Pokemon;Other,45.33582,-73.26718
La Carte Cachée,Saint-Jean-sur-Richelieu,"149 rue Richelieu, Saint-Jean-sur-Richelieu, QC",,,450-515-1400,,,Sells;Sells Wax,Pokemon;Magic;Hockey,45.30514,-73.25050
450 Sports,Blainville,"1340 boulevard du Curé-Labelle, local G, Blainville, QC",,,450-939-5389,http://www.450sports.com/,,Buys;Sells;Trades Singles;Sells Wax,Hockey;Baseball;Basketball;Football,45.68814,-73.90168
Savage Cards,Piedmont / Saint-Sauveur,"695 chemin Avila, Unit 5, Piedmont, QC J0R 1R3",,,450-227-1163,https://savagecardsbreaks.com/,,Sells;Breaks,Hockey;Baseball;Basketball;Football,45.88916,-74.14412
Boutique La Coupe Stanley,Saint-Jérôme,"562 rue Saint-Georges, Saint-Jérôme, QC",,,450-565-0369,,,Sells;Sells Wax,Hockey,45.78305,-74.00184
Cartes Léo,Lachute,"256 avenue Bethany, Lachute, QC",,,438-899-7784,,,Sells;Sells Wax,Hockey,45.65068,-74.33082
Collectionick,Mirabel,"13941 rue Saint-Simon, Mirabel, QC",,,450-275-3785,,,Sells;Sells Wax,Hockey;Pokemon,45.70561,-74.09577
Le Coin du Jouet,Mont-Tremblant,"976 rue de Saint-Jovite, Mont-Tremblant, QC",,,819-717-3266,,,Sells;Sells Wax,Hockey,46.11873,-74.59516
La Place du Hobby,Terrebonne,"1188 boulevard des Seigneurs Est, Terrebonne, QC J6W 3W4",,,450-492-6729,https://www.laplaceduhobby.com/,,Sells;Sells Wax,Hockey;Pokemon;Magic;Other,45.70004,-73.64598
Carto-Puces,Terrebonne,"581 boulevard des Seigneurs, Terrebonne, QC J6W 1T5",,,450-964-2694,,,Sells,Hockey,45.70425,-73.63450
Sports Collection 99,Terrebonne,"258 Côte de Terrebonne, Terrebonne, QC",,,450-621-9599,https://sportscollection99.com/,,Sells;Buys;Trades Singles;Sells Wax,Hockey;Baseball;Basketball;Football,45.67638,-73.74416
Le Coin du Jeu,Terrebonne,"313 Montée des Pionniers, Terrebonne, QC",,,450-581-4444,,,Sells;Sells Wax,Pokemon;Magic;Hockey,45.71180,-73.51312
Cartes sur table,L'Assomption,"862 boulevard de l'Ange-Gardien Nord, L'Assomption, QC J5W 1P1",,,514-497-3768,,,Sells;Sells Wax,Hockey,45.84115,-73.41571
TW Repentigny,Repentigny,"423 boulevard Lacombe, Repentigny, QC J5Z 1N9",,,450-932-7444,https://www.twsportscards.com/,,Sells;Buys;Trades Singles,Hockey;Baseball;Basketball;Football,45.75392,-73.47028
Les Mordus De La Carte (TopDeck Hero Joliette),Joliette,"60 Place Bourget Sud, Unit 2, Joliette, QC J6E 5E7",,,450-759-2362,,,Sells;Sells Wax,Hockey;Pokemon;Magic,46.02449,-73.43924
Sport Collect 2010,Salaberry-de-Valleyfield,"405 boulevard du Havre, Salaberry-de-Valleyfield, QC J6S 1T1",,,450-371-0400,http://sportcollect2010.com/,,Buys;Sells;Trades Singles;Sells Wax,Hockey;Baseball;Basketball;Football,45.26380,-74.13256
Village des Héros,Châteauguay,"131 boulevard Saint-Joseph, Unit D, Châteauguay, QC",,,450-699-4376,,,Sells;Sells Wax,Hockey;Pokemon,45.34938,-73.73189
Collect-Édition,Candiac,"17 boulevard Montcalm Nord, Candiac, QC",,,450-659-2424,http://collect-edition.com/,,Sells;Sells Wax,Hockey;Baseball;Basketball;Football,45.39296,-73.51579
Sports La Tornade,Vaudreuil-Dorion,"1 avenue de la Fabrique, Vaudreuil-Dorion, QC",,,450-218-3133,https://sportslatornade.com/,,Sells;Sells Wax,Hockey;Pokemon;Magic,45.38390,-74.01081
Universe Collectibles,Vaudreuil-Dorion,"555A avenue Saint-Charles, Vaudreuil-Dorion, QC",,,450-455-1686,,,Sells;Sells Wax,Hockey;Pokemon,45.40586,-74.03242
TPM Hobby et Collection,Québec,"Centre d'achats Fleur de Lys, 550 boulevard Wilfrid-Hamel, Québec, QC G1M 2S6",,,418-524-7894,https://www.boutique-tpm.com/,,Sells;Buys;Trades Singles;Sells Wax,Hockey;Baseball;Basketball;Football,46.82098,-71.24863
Hobby et Collection (TPM),Québec,"Galeries de la Capitale, 5401 boulevard des Galeries, Québec, QC",,,418-614-7876,https://www.boutique-tpm.com/,,Sells;Sells Wax,Hockey;Baseball;Basketball;Football,46.83083,-71.29939
L'Imaginaire Québec,Québec (Ste-Foy),"Place Laurier, 2740 boulevard Laurier, 3e étage, Québec, QC G1V 4P7",,,418-658-5639,https://imaginaire.com/fr,,Sells;Sells Wax,Hockey;Pokemon;Magic,46.76927,-71.28488
418 Sports,Québec (Charlesbourg),"1750 rue du Périgord, local 30, Charlesbourg, QC G1G 5X3",,,418-914-1505,https://marchejeantalon.com/boutique/418-sport/,,Sells;Buys;Trades Singles,Hockey;Baseball;Basketball;Football,46.86699,-71.29171
Free Game,Québec,"3333 rue du Carrefour, Québec, QC",,,418-660-6898,,,Sells;Sells Wax,Hockey;Pokemon;Magic,46.86062,-71.21777
L'Arène des Dieux,Québec,"2300 boulevard Père-Lelièvre, Québec, QC",,,581-300-3311,,,Sells;Sells Wax,Pokemon;Magic;Hockey,46.81209,-71.29918
Stakk (Québec),Québec,"2700 rue Jean-Perrin, Unit 170, Québec, QC",,,367-776-1936,https://stakk.ca/,,Sells;Sells Wax,Hockey;Pokemon;Baseball;Football,46.82169,-71.31303
L'Imaginaire Lévis,Lévis,"Galeries Chagnon, 1200 boulevard Alphonse-Desjardins, Lévis, QC G6V 6Y8",,,418-476-8879,https://imaginaire.com/fr,,Sells;Sells Wax,Hockey;Pokemon;Magic,46.79634,-71.17236
Stakk (Saint-Eustache HQ),Saint-Eustache,"210 25e Avenue, Unit 1250, Saint-Eustache, QC J7P 4Z8",,,450-491-7777,https://stakk.ca/,,Sells;Sells Wax,Hockey;Pokemon;Baseball;Football,45.57610,-73.87636
Les Cartes Sportives M.C.,Saint-Eustache,"Marché aux puces St-Eustache, kiosque 7 et 8, 455 avenue Mathers, Saint-Eustache, QC J7P 4C1",,,514-820-5880,,,Sells;Buys;Trades Singles,Hockey,45.58205,-73.86844
L'Imaginaire Sherbrooke,Sherbrooke,"Carrefour de l'Estrie, 3050 boulevard Portland, Unit 126A, Sherbrooke, QC J1L 1K1",,,819-200-3733,https://imaginaire.com/fr,,Sells;Sells Wax,Hockey;Pokemon;Magic,45.40167,-71.95197
Le Bla-Bla de la carte sportive,Sherbrooke,"27a rue Cate, Sherbrooke, QC J1J 2N9",,,819-569-9146,,,Sells;Buys;Trades Singles,Hockey;Baseball;Basketball;Football,45.39881,-71.93181
Monnaie Sherbrooke,Sherbrooke,"13e Avenue, Unit 930, Sherbrooke, QC",,,819-791-7077,,,Sells;Sells Wax,Hockey,45.40443,-71.86951
L'Armoire à Jeux,Magog,"436 rue Principale Ouest, Magog, QC",,,819-843-1223,,,Sells;Sells Wax,Pokemon;Magic;Hockey,45.26614,-72.15418
La Taverne du Gamer,Magog,"1700 rue Sherbrooke, Unit 110, Magog, QC",,,819-769-3202,,,Sells;Sells Wax,Pokemon;Magic;Hockey,45.27615,-72.13040
Gamers Zone des Jogers,Cowansville,"401 rue du Sud, Cowansville, QC",,,450-263-5389,,,Sells;Sells Wax,Pokemon;Magic;Hockey,45.20484,-72.74632
Centre du Hobby,Trois-Rivières,"3760 boulevard des Forges, Trois-Rivières, QC G8Y 4R2",,,819-372-3867,,,Sells,Hockey;Pokemon;Magic,46.35434,-72.58215
Hobby Nation 3R,Trois-Rivières,"4270 boulevard des Forges, Trois-Rivières, QC G8Y 1W3",,,819-697-1354,https://www.hobbynation3r.com/,,Sells;Buys;Trades Singles,Hockey;Pokemon;Magic,46.35770,-72.58749
L'Imaginaire Trois-Rivières,Trois-Rivières,"Centre commercial Les Rivières, 4225 boulevard des Forges, local E2B, Trois-Rivières, QC G8Y 1W2",,,819-415-5855,https://imaginaire.com/fr,,Sells;Sells Wax,Hockey;Pokemon;Magic,46.35720,-72.58903
Hobby O Max,Trois-Rivières,"77 rue Fusey, Trois-Rivières, QC",,,819-384-9758,,,Sells;Sells Wax,Hockey;Pokemon,46.36567,-72.52733
Gamer's Spot,Trois-Rivières,"840 boulevard des Récollets, Trois-Rivières, QC",,,819-841-5329,,,Sells;Sells Wax,Pokemon;Magic;Hockey,46.36020,-72.57164
Collecto-Sports,Drummondville,"750 boulevard René-Lévesque, local 8, Drummondville, QC J2C 7N7",,,819-477-9595,https://www.collectosports.com/,,Sells;Buys;Trades Singles,Hockey;Baseball;Basketball;Football,45.89815,-72.51573
La magie des cartes,Drummondville,"260-A rue Brock, Drummondville, QC J2C 1M4",,,819-850-6489,http://lamagiedescartes.ca/,,Sells,Pokemon;Magic;Hockey,45.88388,-72.48742
